case_id,primary_rd,secondary_rd
8775682,"SUTTER ST","EUNICE ST"
8775686,"ROSE ST","SPRUCE ST"
8775687,"BANCROFT WAY","BOWDITCH ST"
8775690,"CLAREMONT AVE","RUSSELL ST"
8775691,"POSEN AVE","MONTEREY AVE"
8775694,"VIRGINIA ST","SHATTUCK AVE"
8775695,"CHANNING WAY","SHATTUCK AVE"
8775702,"BANCROFT WAY","CALIFORNIA ST"
8775703,"ADDISON ST","NINTH ST"
8775710,"ESSEX ST","TREMONT ST"
8775714,"ROSE ST","CARLOTTA AVE"
8775722,"PIEDMONT AVE","DWIGHT WAY"
8775726,"COLUSA AVE","SOLANO AVE"
8775728,"ALLSTON WAY","SAN PABLO AVE"
8775730,"RUSSELL ST","ADELINE ST"
8775731,"COLLEGE AVE","WEBSTER ST"
8775735,"DELAWARE ST","CHESTNUT ST"
8775738,"CHANNING WAY","PIEDMONT AVE"
8775739,"BANCROFT WAY","DANA ST"
8775743,"BANCROFT WAY","ELLSWORTH ST"
8775747,"GAYLEY RD","HEARST AVE"
8775751,"EIGHTH ST","CEDAR ST"
8775755,"ADELINE ST","ASHBY AVE"
8775758,"HEARST AVE","BONITA AVE"
8775759,"TELEGRAPH AVE","BANCROFT WAY"
8775772,"GILMAN ST","PERALTA AVE"
8779549,"BAY ST","I-580"
8779569,"MARTIN LUTHER KING JR WAY","BLAKE ST"
8779605,"HEARST AVE","GRANT ST"
8782270,"ADDISON ST","MARTIN LUTHER KING JR WAY"
8782282,"ADDISON ST","MARTIN LUTHER KING JR WAY"
8782290,"SIXTH ST","HARRISON ST"
8782330,"MILVIA ST","WARD ST"
8787039,"ADELINE ST","62ND ST"
8791405,"DELAWARE ST","ACTON ST"
8794188,"TUNNEL RD","ALVARADO RD"
8807295,"SHATTUCK AVE","BANCROFT WAY"
8807324,"UNIVERSITY AVE","ACTON ST"
8807345,"SACRAMENTO ST","RUSSELL ST"
8807352,"ADDISON ST","MARTIN LUTHER KING JR WAY"
8807353,"UNIVERSITY AVE","SEVENTH ST"
8807356,"SACRAMENTO ST","LINCOLN ST"
8809387,"ADDISON ST","MILVIA ST"
8809391,"FOURTH ST","FOURTH ST"
8811106,"SPRUCE ST","EUNICE ST"
8811110,"DERBY ST","MILVIA ST"
8811282,"UNIVERSITY AVE","BERKELEY SQ"
8811283,"ADDISON ST","GRANT ST"
8811287,"DURANT AVE","COLLEGE AVE"
8811291,"HILLEGASS AVE","DERBY ST"
8811294,"WARD ST","MILVIA ST"
8811295,"MARTIN LUTHER KING JR WAY","VIRGINIA ST"
8811322,"ARLINGTON AVE","THOUSAND OAKS BLVD"
8811326,"SHATTUCK AVE","OREGON ST"
8811330,"SIXTH ST","ALLSTON WAY"
8811334,"FULTON ST","DWIGHT WAY"
8811346,"SACRAMENTO ST","VIRGINIA ST"
8811350,"ADELINE ST","STUART ST"
8811354,"TELEGRAPH AVE","ASHBY AVE"
8811707,"MILVIA ST","KITTREDGE ST"
8822196,"SAN PABLO AVE","CHANNING WAY"
8822354,"ASHBY AVE","DEAKIN ST"
8823748,"ALLSTON WAY","MILVIA ST"
8826524,"ASHBY AVE","SACRAMENTO ST"
8826528,"MARTIN LUTHER KING JR WAY","ASHBY AVE"
8826536,"SAN PABLO AVE","DWIGHT WAY"
8826560,"ASHBY AVE","KING ST"
8826569,"SAN PABLO AVE","ASHBY AVE"
8829791,"BLAKE ST","MILVIA ST"
8830122,"DELAWARE ST","SACRAMENTO ST"
8831755,"NINTH ST","ADDISON ST"
8833041,"ADELINE ST","ALCATRAZ AVE"
8833045,"DANA ST","PARKER ST"
8833053,"BANCROFT WAY","FULTON ST"
8833061,"BANCROFT WAY","ELLSWORTH ST"
8833069,"ADDISON ST","GRANT ST"
8833073,"CALIFORNIA ST","FRANCISCO ST"
8833089,"ROSE ST","BONITA AVE"
8833207,"UNIVERSITY AVE","CALIFORNIA ST"
8833223,"SACRAMENTO ST","CHANNING WAY"
8833235,"BANCROFT WAY","FOURTH ST"
8833247,"ASHBY AVE","COLLEGE AVE"
8835202,"MILVIA ST","CHANNING WAY"
8835214,"BENVENUE AVE","DERBY ST"
8835218,"ELLSWORTH ST","BANCROFT WAY"
8835222,"SACRAMENTO ST","OREGON ST"
8835225,"MARIN AVE","TULARE AVE"
8835234,"ADELINE ST","WOOLSEY ST"
8835242,"CHANNING WAY","TELEGRAPH AVE"
8835249,"UNIVERSITY AVE","OXFORD ST"
8835250,"GRANT ST","UNIVERSITY AVE"
8835254,"MARTIN LUTHER KING JR WAY","PARKER ST"
8835258,"HEARST AVE","OXFORD ST"
8835261,"WARRING ST","DERBY ST"
8835262,"COLLEGE AVE","ASHBY AVE"
8835269,"SHATTUCK AVE","VINE ST"
8835273,"MARTIN LUTHER KING JR WAY","ADELINE ST"
8836935,"HEINZ AVE","TENTH ST"
8836947,"SACRAMENTO ST","VIRGINIA ST"
8838743,"BANCROFT WAY","BOWDITCH ST"
8841446,"UNIVERSITY AVE","BONITA AVE"
8841454,"WOOLSEY ST","ADELINE ST"
8841458,"COLLEGE AVE","WEBSTER ST"
8841462,"UNIVERSITY AVE","CALIFORNIA ST"
8841474,"TELEGRAPH AVE","DURANT AVE"
8841478,"OXFORD ST","VIRGINIA ST"
8841486,"ALCATRAZ AVE","SACRAMENTO ST"
8841490,"SACRAMENTO ST","BLAKE ST"
8841494,"HEARST AVE","SCENIC AVE"
8841682,"MARTIN LUTHER KING JR WAY","STUART ST"
8841690,"CENTER ST","OXFORD ST"
8841698,"UNIVERSITY AVE","MARTIN LUTHER KING JR WAY"
8841702,"GILMAN ST","NEILSON ST"
8841710,"DURANT AVE","COLLEGE AVE"
8841722,"SEVENTH ST","CARLETON ST"
8841726,"COLLEGE AVE","COLLEGE AVE"
8841730,"DELAWARE ST","MARTIN LUTHER KING JR WAY"
8841734,"SACRAMENTO ST","JULIA ST"
8841742,"NINTH ST","ADDISON ST"
8841758,"SACRAMENTO ST","LINCOLN ST"
8846668,"TENTH ST","UNIVERSITY AVE"
8853228,"MARTIN LUTHER KING JR WAY","CHANNING WAY"
8853260,"CEDAR ST","BONITA AVE"
8853272,"DERBY ST","ELLSWORTH ST"
8862999,"BONITA AVE","BERRYMAN ST"
8863180,"MILVIA ST","DERBY ST"
8863184,"FULTON ST","PARKER ST"
8863188,"ALLSTON WAY","SHATTUCK AVE"
8863192,"ALLSTON WAY","GRANT ST"
8863196,"PARKER ST","CARLETON ST"
8863200,"FRONTAGE RD","GILMAN ST"
8863225,"BLAKE ST","MARTIN LUTHER KING JR WAY"
8868570,"MILVIA ST","DWIGHT WAY"
8868582,"SAN PABLO AVE","SAN PABLO AVE"
8868586,"SAN PABLO AVE","PARKER ST"
8868590,"ROSE ST","MILVIA ST"
8869945,"LE CONTE AVE","EUCLID AVE"
8874447,"HENRY ST","ROSE ST"
8874475,"TELEGRAPH AVE","HASTE ST"
8874563,"UNIVERSITY AVE","ACTON ST"
8874571,"EUCLID AVE","HILGARD AVE"
8874579,"CEDAR ST","MILVIA ST"
8874599,"KITTREDGE ST","SHATTUCK AVE"
8874603,"BANCROFT WAY","FULTON ST"
8874607,"DURANT AVE","TELEGRAPH AVE"
8874616,"DWIGHT WAY","REGENT ST"
8874619,"TALBOT AVE","CAMELIA ST"
8874623,"ADELINE ST","MARTIN LUTHER KING JR WAY"
8874624,"ALLSTON WAY","MILVIA ST"
8874627,"DWIGHT WAY","WARRING ST"
8874632,"COLLEGE AVE","PARKER ST"
8874636,"COLLEGE AVE","CHANNING WAY"
8875284,"I-80","SAN FRANCISCO BAY TRAIL"
8875296,"ASHBY AVE","DOMINGO AVE"
8879655,"MARTIN LUTHER KING JR WAY","BANCROFT WAY"
8879659,"MARTIN LUTHER KING JR WAY","DWIGHT WAY"
8879663,"ROSE ST","SHATTUCK PL"
8879667,"HEARST AVE","HENRY ST"
8880795,"STANFORD AVE","ADELINE ST"
8890021,"KITTREDGE ST","FULTON ST"
8890022,"UNIVERSITY AVE","MARTIN LUTHER KING JR WAY"
8890025,"ROSE ST","WALNUT ST"
8890029,"GILMAN ST","TENTH ST"
8890696,"ASHBY AVE","FULTON ST"
8895865,"CEDAR ST","MARTIN LUTHER KING JR WAY"
8895877,"DANA ST","BLAKE ST"
8903756,"CEDAR ST","NINTH ST"
8903968,"NINTH ST","ASHBY AVE"
8905699,"CEDAR ST","MARTIN LUTHER KING JR WAY"
8905703,"CEDAR ST","STANNAGE AVE"
8905715,"FULTON ST","BANCROFT WAY"
8905719,"MARIN AVE","MARIN AVE"
8905727,"MILVIA ST","DWIGHT WAY"
8905743,"CHANNING WAY","BOWDITCH ST"
8905751,"ADELINE ST","HARMON ST"
8905759,"SHATTUCK AVE","BERKELEY SQ"
8907053,"ASHBY AVE","SHATTUCK AVE"
8907257,"UNIVERSITY AVE","NINTH ST"
8908841,"SHATTUCK AVE","VIRGINIA ST"
8908861,"CALIFORNIA ST","ALLSTON WAY"
8908869,"BANCROFT WAY","COLLEGE AVE"
8908877,"SACRAMENTO ST","OREGON ST"
8909209,"OXFORD ST","ALLSTON WAY"
8909496,"NINTH ST","DWIGHT WAY"
8910812,"UNIVERSITY AVE","SIXTH ST"
8936736,"SHATTUCK AVE","PRINCE ST"
8937372,"MCGEE AVE","PARKER ST"
8937376,"HEARST AVE","SHATTUCK AVE"
8937384,"CEDAR ST","SHATTUCK AVE"
8937420,"ALLSTON WAY","HAROLD WAY"
8937428,"MILVIA ST","WARD ST"
8937432,"CENTER ST","MILVIA ST"
8939252,"SACRAMENTO ST","FAIRVIEW ST"
8939374,"ADELINE ST","ASHBY AVE"
8944041,"CHANNING WAY","DANA ST"
8947303,"RUSSELL ST","MABEL ST"
8947307,"UNIVERSITY AVE","TENTH ST"
8964592,"MARTIN LUTHER KING JR WAY","PARKER ST"
8965044,"UNIVERSITY AVE","SHATTUCK AVE"
8965062,"DELAWARE ST","SACRAMENTO ST"
8965078,"SIXTH ST","UNIVERSITY AVE"
8965086,"BANCROFT WAY","BOWDITCH ST"
8965090,"CLAREMONT AVE","THE UPLANDS"
8965096,"DWIGHT WAY","DANA ST"
8965098,"SUTTER ST","HOPKINS ST"
8965103,"DWIGHT WAY","NINTH ST"
8965110,"HILLEGASS AVE","DWIGHT WAY"
8965111,"STUART ST","FULTON ST"
8965122,"VIRGINIA ST","MARTIN LUTHER KING JR WAY"
8970341,"EUCLID AVE","CEDAR ST"
8970345,"WALNUT ST","CEDAR ST"
8970349,"OXFORD ST","BERKELEY WAY"
8970365,"ADDISON ST","SEVENTH ST"
8970377,"ACTON ST","CEDAR ST"
8970381,"BOLIVAR DR","BOLIVAR DR"
8970389,"DERBY ST","MARTIN LUTHER KING JR WAY"
8971060,"OREGON ST","FULTON ST"
8971064,"GILMAN ST","SECOND ST"
8971068,"EUCLID AVE","ACACIA AVE"
8971080,"DURANT AVE","SHATTUCK AVE"
8971088,"ADELINE ST","ESSEX ST"
8971092,"CARLETON ST","ACTON ST"
8971096,"CHANNING WAY","SHATTUCK AVE"
8971108,"OXFORD ST","UNIVERSITY AVE"
8971120,"ESSEX ST","SHATTUCK AVE"
8971523,"VIRGINIA ST","ARCH ST"
8971527,"ADDISON ST","SACRAMENTO ST"
8971538,"CHANNING WAY","TELEGRAPH AVE"
8971539,"MILVIA ST","BERKELEY WAY"
8971543,"TELEGRAPH AVE","DURANT AVE"
8971546,"HASTE ST","SHATTUCK AVE"
8971547,"ORDWAY ST","GILMAN ST"
8971550,"OXFORD ST","ADDISON ST"
8971559,"SHATTUCK AVE","UNIVERSITY AVE"
8971563,"UNIVERSITY AVE","WEST ST"
8971567,"CALIFORNIA ST","HEARST AVE"
8971579,"ROSE ST","JUANITA WAY"
8971600,"SHATTUCK AVE","ADDISON ST"
8974168,"DOMINGO AVE","RUSSELL ST"
8974285,"SAN PABLO AVE","PAGE ST"
8974550,"ASHBY AVE","SAN PABLO AVE"
8974554,"SAN PABLO AVE","UNIVERSITY AVE"
8975131,"CHESTNUT ST","UNIVERSITY AVE"
8975320,"ADELINE ST","ASHBY AVE"
8975324,"SAN PABLO AVE","DELAWARE ST"
8975328,"SAN PABLO AVE","BLAKE ST"
8975354,"SAN PABLO AVE","JONES ST"
8977387,"JONES ST","SIXTH ST"
9001376,"NINTH ST","PAGE ST"
9001404,"THE ALAMEDA","EL DORADO AVE"
9001764,"CHANNING WAY","BOWDITCH ST"
9001775,"HEARST AVE","SHATTUCK AVE"
9001776,"HEARST AVE","EUCLID AVE"
9001783,"KING ST","ALCATRAZ AVE"
9001784,"OXFORD ST","HEARST AVE"
9001791,"SEVENTH ST","HEINZ AVE"
9001792,"ALCATRAZ AVE","ADELINE ST"
9001795,"FULTON ST","CARLETON ST"
9001796,"ALCATRAZ AVE","ELLIS ST"
9001800,"FOURTH ST","CEDAR ST"
9001804,"SHATTUCK AVE","PARKER ST"
9001808,"LA LOMA AVE","BUENA VISTA WAY"
9001811,"OXFORD ST","VIRGINIA ST"
9001812,"ADA ST","CALIFORNIA ST"
9001815,"GILMAN ST","SIXTH ST"
9001816,"DURANT AVE","COLLEGE AVE"
9001819,"SHATTUCK AVE","ROSE ST"
9001831,"VIRGINIA ST","OXFORD ST"
9001836,"CHANNING WAY","ELLSWORTH ST"
9001840,"CEDAR ST","WALNUT ST"
9001960,"SEVENTH ST","BANCROFT WAY"
90027216,"ASHBY AVE","HARPER ST"
9003815,"KITTREDGE ST","SHATTUCK AVE"
90047888,"I-80","GILMAN ST"
9020494,"ASHBY AVE","COLLEGE AVE"
90219269,"I-80","GILMAN ST"
9022801,"TELEGRAPH AVE","ASHBY AVE"
9022819,"WARD ST","SHATTUCK AVE"
9022834,"SHATTUCK AVE","RUSSELL ST"
9022835,"MARTIN LUTHER KING JR WAY","PRINCE ST"
9028695,"ELLSWORTH ST","DURANT AVE"
9028963,"CEDAR ST","SPRUCE ST"
9028971,"SOLANO AVE","TULARE AVE"
9028975,"SACRAMENTO ST","RUSSELL ST"
9028987,"CLAREMONT AVE","HAZEL RD"
9028999,"DURANT AVE","CHANNING WAY"
9029007,"GILMAN ST","EASTSHORE HWY"
9029008,"DURANT AVE","FULTON ST"
9029011,"OXFORD ST","HEARST AVE"
9029015,"SANTA FE AVE","GILMAN ST"
9029017,"DERBY ST","COLLEGE AVE"
9029020,"ROSE ST","JOSEPHINE ST"
9029021,"DELAWARE ST","SAN PABLO AVE"
9029024,"OXFORD ST","UNIVERSITY AVE"
9029029,"DURANT AVE","COLLEGE AVE"
9029031,"DWIGHT WAY","DANA ST"
9029032,"HEARST AVE","SHATTUCK AVE"
9029036,"TELEGRAPH AVE","PARKER ST"
9029037,"CEDAR ST","WALNUT ST"
9029040,"MARIN AVE","MARIN CIR"
9029044,"TENTH ST","DWIGHT WAY"
9029052,"HASTE ST","COLLEGE AVE"
9029056,"SIXTH ST","GILMAN ST"
9029068,"CENTER ST","MILVIA ST"
9029084,"HASTE ST","MILVIA ST"
9029088,"MARTIN LUTHER KING JR WAY","ADDISON ST"
9029092,"SEVENTH ST","ANTHONY ST"
9029096,"CEDAR ST","HENRY ST"
9029100,"SHATTUCK AVE","WOOLSEY ST"
9034335,"SAN PABLO AVE","VIRGINIA ST"
9034338,"SAN PABLO AVE","HEARST AVE"
9034346,"BANCROFT WAY","SAN PABLO AVE"
9034359,"ASHBY AVE","HILLEGASS AVE"
9036901,"SACRAMENTO ST","HARMON ST"
9037002,"HASTE ST","PIEDMONT AVE"
9038767,"WEST ST","ADDISON ST"
9039761,"BANCROFT WAY","BOWDITCH ST"
9039974,"SHATTUCK AVE","ALLSTON WAY"
90422463,"I-80","ASHBY AVE"
90438086,"I-80","GILMAN ST"
90451766,"I-80","GILMAN ST"
90492510,"I-80","GILMAN ST"
9049287,"COLLEGE AVE","RUSSELL ST"
9049292,"CHANNING WAY","TELEGRAPH AVE"
9049295,"UNIVERSITY AVE","GRANT ST"
9049296,"MARIN AVE","MARIN CIR"
9049303,"VIRGINIA ST","EUCLID AVE"
9049307,"MARIN AVE","FRESNO"
9049311,"NINTH ST","CEDAR ST"
9049316,"NINTH ST","ALLSTON WAY"
9049319,"RUSSELL ST","FULTON ST"
9049320,"EUNICE ST","SPRUCE ST"
9049323,"EASTSHORE HWY","GILMAN ST"
9049328,"SACRAMENTO ST","DELAWARE ST"
9049332,"MARIN AVE","COLUSA AVE"
9049336,"TELEGRAPH AVE","WEBSTER ST"
9049340,"CLAREMONT AVE","ALCATRAZ AVE"
9049344,"MARTIN LUTHER KING JR WAY","OREGON ST"
9049356,"ADDISON ST","MARTIN LUTHER KING JR WAY"
90502134,"I-80","GILMAN ST"
9060094,"ASHBY AVE","SAN PABLO AVE"
9060099,"SAN PABLO AVE","ALLSTON WAY"
90671561,"I-80","ASHBY AVE"
90674116,"I-80","UNIVERSITY AVE"
9084659,"COLLEGE AVE","RUSSELL ST"
9084663,"SPAULDING AVE","CHANNING WAY"
9089488,"UNIVERSITY AVE","SAN PABLO AVE"
9090321,"CHANNING WAY","MARTIN LUTHER KING JR WAY"
9090325,"TELEGRAPH AVE","DOWLING PL"
9090326,"OXFORD ST","UNIVERSITY AVE"
9090332,"WOOLSEY ST","SHATTUCK AVE"
9090333,"SHATTUCK AVE","BANCROFT WAY"
9090338,"ALLSTON WAY","MCGEE AVE"
9090339,"ADELINE ST","ESSEX ST"
9090783,"SECOND ST","ADDISON ST"
9090784,"EUCLID AVE","RIDGE RD"
9090786,"HOPKINS ST","ALBINA AVE"
9090791,"UNIVERSITY AVE","WALNUT ST"
9090792,"GILMAN ST","CURTIS ST"
9090796,"SACRAMENTO ST","RUSSELL ST"
9090799,"ADDISON ST","MILVIA ST"
9099225,"NINTH ST","CEDAR ST"
9099804,"UNIVERSITY AVE","FRONTAGE RD"
9099808,"MILVIA ST","CENTER ST"
9099813,"COLLEGE AVE","ALCATRAZ AVE"
9099814,"HEARST AVE","SEVENTH ST"
9099817,"ROSE ST","SHATTUCK PL"
9099818,"ASHBY AVE","DOHR ST"
9102914,"SAN PABLO AVE","VIRGINIA ST"
9107225,"CEDAR ST","SAN PABLO AVE"
91108458,"I-80","GILMAN ST"
91156245,"I-80","ASHBY AVE"
9116201,"SPRUCE ST","EUNICE ST"
9116202,"SPRUCE ST","MARIN AVE"
9116205,"SACRAMENTO ST","ALCATRAZ AVE"
9116206,"GILMAN ST","SIXTH ST"
91186576,"I-80","UNIVERSITY AVE"
91187390,"I-80","GILMAN ST"
9122580,"UNIVERSITY AVE","MARINA BLVD"
9122588,"GILMAN ST","SANTA FE AVE"
9122592,"TELEGRAPH AVE","DWIGHT WAY"
9122600,"MARTIN LUTHER KING JR WAY","OREGON ST"
9122604,"FRONTAGE RD","UNIVERSITY AVE"
9122608,"EUCLID AVE","HEARST AVE"
9122612,"GILMAN ST","PERALTA AVE"
9122628,"GRAYSON ST","SEVENTH ST"
9122636,"JOSEPHINE ST","ROSE ST"
91274468,"I-80","GILMAN ST"
91276703,"I-80","UNIVERSITY AVE"
9128444,"TELEGRAPH AVE","ASHBY AVE"
9132021,"SHATTUCK AVE","SHATTUCK AVE"
9134054,"CENTER ST","MILVIA ST"
9136422,"UNIVERSITY AVE","FRONTAGE RD"
9136425,"VIRGINIA ST","SIXTH ST"
9136428,"DWIGHT WAY","SHATTUCK AVE"
9137100,"SHATTUCK AVE","WOOLSEY ST"
9137809,"TELEGRAPH AVE","DURANT AVE"
9137811,"MARTIN LUTHER KING JR WAY","CENTER ST"
9137816,"MILVIA ST","CHANNING WAY"
9137817,"MONTEREY AVE","HOPKINS ST"
9137818,"CEDAR ST","JUANITA WAY"
9141262,"CLAREMONT PARK CT","ASHBY AVE"
9141274,"GRAYSON ST","SAN PABLO AVE"
9142737,"COLLEGE AVE","ALCATRAZ AVE"
9144509,"CEDAR ST","JUANITA WAY"
91583840,"ASHBY AVE","MABEL ST"
9161229,"GRIZZLY PEAK BLVD","HILL RD"
9161627,"CEDAR ST","NINTH ST"
9161629,"HEINZ AVE","NINTH ST"
9161630,"CENTER ST","CENTER ST"
9161631,"TENTH ST","UNIVERSITY AVE"
9161634,"ALCATRAZ AVE","ELLIS ST"
9161636,"UNIVERSITY AVE","SHATTUCK AVE"
9161637,"NINTH ST","ALLSTON WAY"
9164040,"SAN PABLO AVE","BANCROFT WAY"
91798544,"I-80","ASHBY AVE"
9180574,"FULTON ST","BANCROFT WAY"
91808924,"I-80","ASHBY AVE"
91812669,"I-80","ASHBY AVE"
9181519,"PROSPECT ST","BANCROFT WAY"
91821235,"I-80","UNIVERSITY AVE"
9186988,"ADDISON ST","TENTH ST"
9187000,"MONTEREY AVE","COLUSA AVE"
9188122,"CHANNING WAY","FULTON ST"
9188124,"SIXTH ST","CEDAR ST"
9188128,"HARMON ST","SACRAMENTO ST"
9188130,"KITTREDGE ST","SHATTUCK AVE"
9188131,"SACRAMENTO ST","FAIRVIEW ST"
9188133,"SHATTUCK AVE","EUNICE ST"
9188134,"ROSE ST","HENRY ST"
9188136,"MILVIA ST","UNIVERSITY AVE"
9192870,"ASHBY AVE","CALIFORNIA ST"
91935081,"CHANNING WAY","DANA ST"
9197958,"SACRAMENTO ST","OREGON ST"
9201231,"WARRING ST","DWIGHT WAY"
9201236,"CURTIS ST","UNIVERSITY AVE"
9201521,"ACTON ST","CEDAR ST"
9212563,"ASHBY AVE","KING ST"
9212579,"DWIGHT WAY","SAN PABLO AVE"
9212583,"SAN PABLO AVE","ASHBY AVE"
9212587,"ASHBY AVE","SHATTUCK AVE"
9216389,"BOLIVAR DR","ADDISON ST"
9218261,"MARTIN LUTHER KING JR WAY","ADDISON ST"
9218263,"SIXTH ST","CEDAR ST"
9218265,"UNIVERSITY AVE","MILVIA ST"
9218272,"SACRAMENTO ST","HARMON ST"
9218273,"ADELINE ST","HARMON ST"
9218274,"BOLIVAR DR","ADDISON ST"
9218276,"FULTON ST","BLAKE ST"
9218277,"UNIVERSITY AVE","MARTIN LUTHER KING JR WAY"
9218279,"DWIGHT WAY","TENTH ST"
9218280,"BANCROFT WAY","ELLSWORTH ST"
9218815,"SPRUCE ST","SOUTHAMPTON AVE"
9221300,"ASHBY AVE","BENVENUE AVE"
9221343,"COLLEGE AVE","WEBSTER ST"
9221355,"SAN PABLO AVE","HARRISON ST"
9222351,"SHATTUCK AVE","ASHBY AVE"
9224915,"HILGARD AVE","EUCLID AVE"
9230808,"FULTON ST","CARLETON ST"
9231968,"ASHBY AVE","COLLEGE AVE"
9231969,"ASHBY AVE","DOMINGO AVE"
9234470,"UNIVERSITY AVE","MARTIN LUTHER KING JR WAY"
9234471,"EIGHTH ST","UNIVERSITY AVE"
9234472,"BANCROFT WAY","NINTH ST"
9234474,"BOLIVAR DR","ADDISON ST"
9234475,"SPRUCE ST","LOS ANGELES AVE"
9234478,"PARKER ST","SHATTUCK AVE"
9240873,"ROSE ST","MARTIN LUTHER KING JR WAY"
9240976,"MARTIN LUTHER KING JR WAY","FRANCISCO ST"
9240977,"ADDISON ST","BOLIVAR DR"
9240980,"FRONTAGE RD","GILMAN ST"
9240981,"UNIVERSITY AVE","TENTH ST"
9240983,"GILMAN ST","SEVENTH ST"
9240984,"STANFORD AVE","ADELINE ST"
9244700,"62ND ST","MARTIN LUTHER KING JR WAY"
9244884,"MARIN AVE","MARIN CIR"
9245481,"SAN PABLO AVE","GRAYSON ST"
9250578,"BANCROFT WAY","BONAR ST"
9250581,"CEDAR ST","SHATTUCK AVE"
9250584,"WEBSTER ST","HALCYON CT"
9250585,"SACRAMENTO ST","DWIGHT WAY"
9250587,"BANCROFT WAY","ELLSWORTH ST"
9250589,"PARKER ST","CHILTON WAY"
9250590,"FRONTAGE","UNIVERSITY AVE"
9250592,"PARKER ST","TENTH ST"
9250594,"NINTH ST","CHANNING WAY"
9250595,"CHANNING WAY","SHATTUCK AVE"
9250598,"CENTER ST","MILVIA ST"
9250600,"BOLIVAR DR","ADDISON ST"
9250815,"SAN PABLO AVE","UNIVERSITY AVE"
9271667,"FRONTAGE","ASHBY AVE"
9277037,"SPRUCE ST","EUNICE ST"
9277039,"MILVIA ST","PARKER ST"
9277048,"CALIFORNIA ST","CEDAR ST"
9286306,"SAN PABLO AVE","DELAWARE ST"
9286310,"SAN PABLO AVE","ASHBY AVE"
9286318,"ASHBY AVE","MARTIN LUTHER KING JR WAY"
9286387,"SAN PABLO AVE","FRANCISCO ST"
9286707,"INDIAN ROCK AVE","OXFORD ST"
9286708,"MILVIA ST","CENTER ST"
9286710,"HOPKINS ST","PERALTA AVE"
9286713,"ROSE ST","SPRUCE ST"
9286908,"SPRUCE ST","MARIN AVE"
9288274,"ACTON ST","CHANNING WAY"
9288402,"SPRUCE ST","ARCH ST"
9288405,"GILMAN ST","TENTH ST"
9288408,"ROSE ST","JUANITA WAY"
9288409,"EUCLID AVE","CRAGMONT AVE"
9288410,"EUNICE ST","HENRY ST"
9288431,"GRIZZLY PEAK BLVD","SUNSET LN"
9288435,"MARIN AVE","COLUSA AVE"
9294168,"WARRING ST","PARKER ST"
9294172,"GILMAN ST","EVELYN AVE"
9294175,"MCGEE AVE","VIRGINIA ST"
9294176,"GRIZZLY PEAK BLVD","AVENIDA DR"
9294177,"SIXTH ST","ALLSTON WAY"
9294178,"WARD ST","GRANT ST"
9312256,"TELEGRAPH AVE","ASHBY AVE"
9312314,"GILMAN ST","I-80"
9312315,"SAN PABLO AVE","ADDISON ST"
9317480,"FOURTH ST","ADDISON ST"
9317593,"SACRAMENTO ST","DELAWARE ST"
9317594,"FULTON ST","RUSSELL ST"
9317595,"TENTH ST","CARLETON ST"
9317597,"CEDAR ST","OXFORD ST"
9317598,"DWIGHT WAY","MILVIA ST"
9319626,"CEDAR ST","MARTIN LUTHER KING JR WAY"
9319627,"HEARST AVE","SHATTUCK AVE"
9319629,"GRANT ST","STUART ST"
9319630,"HEARST AVE","MILVIA ST"
9319631,"BOLIVAR DR","ADDISON ST"
9320125,"SAN PABLO AVE","OREGON ST"
9320270,"ADELINE ST","ASHBY AVE"
9320330,"ASHBY AVE","SEVENTH ST"
9338721,"HEARST AVE","HENRY ST"
9338725,"GILMAN ST","CURTIS ST"
9338727,"MILVIA ST","BLAKE ST"
9338730,"FAIRVIEW ST","ADELINE ST"
9338750,"THOUSAND OAKS BLVD","PERALTA AVE"
9338751,"GILMAN ST","TENTH ST"
9338752,"EIGHTH ST","CEDAR ST"
