case_id,primary_rd,secondary_rd
9338754,"HARRISON ST","CEDARWOOD LN"
9338759,"UNIVERSITY AVE","MILVIA ST"
9364056,"MARTIN LUTHER KING JR WAY","ROSE ST"
9364057,"WARD ST","ACTON ST"
9364058,"UNIVERSITY AVE","BONAR ST"
9364059,"ROBLE RD","ROBLE CT"
9364060,"THE ALAMEDA","MARIN AVE"
9364061,"MILVIA ST","OREGON ST"
9364066,"MARTIN LUTHER KING JR WAY","RUSSELL ST"
9364067,"VIRGINIA ST","MARTIN LUTHER KING JR WAY"
9364069,"ALLSTON WAY","BYRON ST"
9364071,"TELEGRAPH AVE","STUART ST"
9364086,"DWIGHT WAY","BOWDITCH ST"
9364088,"PARKER ST","MARTIN LUTHER KING JR WAY"
9364089,"ADELINE ST","STUART ST"
9364090,"UNIVERSITY AVE","SEVENTH ST"
9364092,"SACRAMENTO ST","ALCATRAZ AVE"
9364093,"EUCLID AVE","CRYSTAL WAY"
9364094,"CHANNING WAY","ELLSWORTH ST"
9364251,"NINTH ST","PAGE ST"
9367178,"FRONTAGE","GILMAN ST"
9367318,"UNIVERSITY AVE","GRANT ST"
9371225,"SACRAMENTO ST","UNIVERSITY AVE"
9379137,"SAN PABLO AVE","ALLSTON WAY"
9386392,"UNIVERSITY AVE","SIXTH ST"
9386581,"TELEGRAPH AVE","CARLETON ST"
9386583,"THE ALAMEDA","SOLANO AVE"
9386584,"SPRUCE ST","NORTHAMPTON AVE"
9386585,"FULTON ST","PARKER ST"
9386586,"VIRGINIA ST","EUCLID AVE"
9386587,"ADELINE ST","OREGON ST"
9386588,"PARKER ST","MILVIA ST"
9386589,"CEDAR ST","OXFORD ST"
9386592,"COLLEGE AVE","CHANNING WAY"
9386596,"ADELINE ST","62ND ST"
9386599,"SECOND ST","ADDISON ST"
9386600,"LA LOMA AVE","CEDAR ST"
9386609,"FULTON ST","DURANT AVE"
9386610,"DANA ST","DANA ST"
9386613,"BANCROFT WAY","PIEDMONT AVE"
9386615,"ADDISON ST","ACTON ST"
9386616,"RUSSELL ST","SHATTUCK AVE"
9386617,"BAKER ST","ALCATRAZ AVE"
9386620,"HEINZ AVE","SEVENTH ST"
9386970,"MARIN AVE","THE ALAMEDA"
9414244,"WALNUT ST","VINE ST"
9414256,"SHATTUCK AVE","VIRGINIA ST"
9414260,"UNIVERSITY AVE","GRANT ST"
9414272,"SHATTUCK AVE","KITTREDGE ST"
9414279,"EUCLID AVE","EUNICE ST"
9414280,"GRANT ST","BLAKE ST"
9414284,"ALCATRAZ AVE","CALIFORNIA ST"
9414288,"ALLSTON WAY","MILVIA ST"
9414291,"SHATTUCK AVE","OREGON ST"
9414299,"ALLSTON WAY","MCKINLEY AVE"
9414303,"CHANNING WAY","SHATTUCK AVE"
9414307,"DOHR ST","OREGON ST"
9414311,"NINTH ST","CAMELIA ST"
9414337,"SACRAMENTO ST","ASHBY AVE"
9418733,"HEARST AVE","MARTIN LUTHER KING JR WAY"
9418734,"SHATTUCK AVE","DURANT AVE"
9418741,"OXFORD ST","HEARST AVE"
9418742,"MILVIA ST","DERBY ST"
9418762,"CALIFORNIA ST","BLAKE ST"
9418764,"UNIVERSITY AVE","BONITA AVE"
9418766,"MILVIA ST","CENTER ST"
9418767,"COLLEGE AVE","CHANNING WAY"
9418768,"RUSSELL ST","PINE AVE"
9418770,"EMERSON ST","SHATTUCK AVE"
9418775,"SHATTUCK AVE","BANCROFT WAY"
9423325,"TUNNEL RD","ASHBY AVE"
9423337,"ASHBY AVE","TELEGRAPH AVE"
9423341,"ASHBY AVE","ADELINE ST"
9432668,"UNIVERSITY AVE","CURTIS ST"
9432672,"SAN PABLO AVE","GILMAN ST"
9432762,"ASHBY AVE","WHEELER ST"
9436074,"JOSEPHINE ST","SONOMA AVE"
9436078,"SHATTUCK AVE","RUSSELL ST"
9436084,"OXFORD ST","ALLSTON WAY"
9436090,"ADDISON ST","OXFORD ST"
9436091,"PRINCE ST","DEAKIN ST"
9436092,"ALCATRAZ AVE","ALCATRAZ AVE"
9436093,"MARTIN LUTHER KING JR WAY","ALLSTON WAY"
9436110,"DURANT AVE","DURANT AVE"
9436209,"CHANNING WAY","ELLSWORTH ST"
9438518,"KING ST","ASHBY AVE"
9438522,"TUNNEL RD","THE UPLANDS"
94414715,"I-80","UNIVERSITY AVE"
9445316,"ASHBY AVE","SACRAMENTO ST"
9452143,"UNIVERSITY AVE","MARTIN LUTHER KING JR WAY"
9452149,"BOWDITCH ST","DURANT AVE"
9452150,"MILVIA ST","BERKELEY SQ"
9452153,"SHATTUCK AVE","CHANNING WAY"
9452155,"SACRAMENTO ST","VIRGINIA ST"
9452168,"ASHBY AVE","BENVENUE AVE"
9452170,"GRIZZLY PEAK BLVD","EUCLID AVE"
9452173,"SHASTA RD","KEITH AVE"
9452298,"SACRAMENTO ST","PRINCE ST"
9452494,"DURANT AVE","TELEGRAPH AVE"
9452496,"HEARST AVE","EUCLID AVE"
9452497,"CHANNING WAY","ATHERTON ST"
9452499,"HEARST AVE","SPRUCE ST"
9452500,"SHATTUCK AVE","KITTREDGE ST"
9455403,"SHATTUCK AVE","BLAKE ST"
9455404,"I-80","GILMAN ST"
9455405,"OXFORD ST","HEARST AVE"
9455409,"CHANNING WAY","ELLSWORTH ST"
9455410,"ADELINE ST","STUART ST"
9455413,"SHATTUCK AVE","OREGON ST"
9455414,"MILVIA ST","CENTER ST"
9455415,"COLLEGE AVE","HASTE ST"
9455416,"MILVIA ST","DWIGHT WAY"
9455417,"BANCROFT WAY","PIEDMONT AVE"
9455420,"SOLANO AVE","MODOC ST"
9455423,"MILVIA ST","CENTER ST"
9455425,"ALLSTON WAY","MARTIN LUTHER KING JR WAY"
9455432,"EUCLID AVE","BUENA VISTA WAY"
9455435,"DELAWARE ST","SAN PABLO AVE"
9455437,"CHANNING WAY","BONAR ST"
9456678,"UNIVERSITY AVE","SAN PABLO AVE"
9462939,"ASHBY AVE","MABEL ST"
9478321,"GILMAN ST","KAINS AVE"
9478322,"MILVIA ST","RUSSELL ST"
9478324,"GILMAN ST","PERALTA AVE"
9478325,"MCGEE AVE","CARLETON ST"
9478326,"ELLSWORTH ST","BLAKE ST"
9478328,"BANCROFT WAY","SACRAMENTO ST"
9478339,"ASHBY AVE","TELEGRAPH AVE"
9478340,"ALLSTON WAY","BYRON ST"
9478354,"ROSE ST","JUANITA WAY"
9478357,"MARTIN LUTHER KING JR WAY","BERKELEY WAY"
9478358,"WEBSTER ST","TELEGRAPH AVE"
9478709,"SACRAMENTO ST","BANCROFT WAY"
9487161,"HEARST AVE","HEARST AVE"
9487163,"MILVIA ST","DWIGHT WAY"
9487170,"HARRISON ST","NINTH ST"
9487178,"VIRGINIA ST","MARTIN LUTHER KING JR WAY"
9487181,"FRONTAGE RD","VIRGINIA ST"
9487182,"SOLANO AVE","FRESNO AV"
9487245,"MILVIA ST","CHANNING WAY"
9487246,"FOURTH ST","CEDAR ST"
9487249,"DURANT AVE","FULTON ST"
9487424,"SHATTUCK AVE","CENTER ST"
9487432,"ASHBY AVE","SHATTUCK AVE"
9487483,"MARTIN LUTHER KING JR WAY","ADDISON ST"
9487484,"TELEGRAPH AVE","DERBY ST"
9488683,"OXFORD ST","OXFORD ST"
9488711,"HEARST AVE","OXFORD ST"
9488725,"CALIFORNIA ST","CEDAR ST"
9488726,"UNIVERSITY AVE","GRANT ST"
9488731,"MARTIN LUTHER KING JR WAY","BERKELEY SQ"
9488733,"MILVIA ST","CENTER ST"
9488734,"JOSEPHINE ST","VIRGINIA ST"
9488735,"SANTA FE AVE","OHLONE GREENWAY"
9488737,"HEARST AVE","WEST ST"
9488738,"HEARST AVE","CALIFORNIA ST"
9488899,"ADELINE ST","WOOLSEY ST"
9494225,"ASHBY AVE","ACTON ST"
9498887,"SAN PABLO AVE","DELAWARE ST"
9498892,"SHATTUCK AVE","ASHBY AVE"
9501620,"MONTEREY AVE","THE ALAMEDA"
9501625,"CRAGMONT AVE","EUCLID AVE"
9501628,"GILMAN ST","NINTH ST"
9501869,"MILVIA ST","DWIGHT WAY"
9501870,"CEDAR ST","CALIFORNIA ST"
9501873,"DELAWARE ST","SAN PABLO AVE"
9501909,"SACRAMENTO ST","UNIVERSITY AVE"
9501910,"UNIVERSITY AVE","GRANT ST"
9502056,"BANCROFT WAY","DANA ST"
9502057,"BANCROFT WAY","DANA ST"
9502059,"CLAREMONT AVE","RUSSELL ST"
9502063,"MARTIN LUTHER KING JR WAY","OREGON ST"
9502065,"BANCROFT WAY","ELLSWORTH ST"
9502067,"DANA ST","WOOLSEY ST"
9502070,"ALLSTON WAY","CALIFORNIA ST"
9502072,"HASTE ST","FULTON ST"
9502074,"EUCLID AVE","KEITH AVE"
9502075,"BANCROFT WAY","BOWDITCH ST"
9502077,"CEDAR ST","OXFORD ST"
9502078,"UNIVERSITY AVE","OXFORD ST"
9502169,"CHANNING WAY","MILVIA ST"
9504023,"ASHBY AVE","NEWBURY ST"
9504162,"GILMAN ST","SAN PABLO AVE"
9510535,"FULTON ST","FULTON ST"
9510935,"CEDAR ST","SIXTH ST"
9511553,"OXFORD ST","CENTER ST"
9514270,"SAN PABLO AVE","CEDAR ST"
9519137,"SHATTUCK AVE","CEDAR ST"
9519140,"NINTH ST","CARLETON ST"
9519142,"SOLANO AVE","TULARE AVE"
9519143,"WARD ST","MARTIN LUTHER KING JR WAY"
9519145,"SHATTUCK AVE","DELAWARE ST"
9519146,"TELEGRAPH AVE","BLAKE ST"
9519148,"ASHBY AVE","SAN PABLO AVE"
9519150,"MILVIA ST","ADDISON ST"
9519151,"BELROSE AVE","CLAREMONT AVE"
9519154,"WARD ST","MARTIN LUTHER KING JR WAY"
9519156,"UNIVERSITY AVE","CALIFORNIA ST"
9520163,"BANCROFT WAY","SHATTUCK AVE"
9528752,"GILMAN ST","TENTH ST"
9528799,"OXFORD ST","UNIVERSITY AVE"
9529583,"UNIVERSITY AVE","FOURTH ST"
9529687,"ALLSTON WAY","SAN PABLO AVE"
9529704,"SAN PABLO AVE","FOLGER AVE"
9529716,"ASHBY AVE","SAN PABLO AVE"
9529728,"MARTIN LUTHER KING JR WAY","ROSE ST"
9529748,"DELAWARE ST","SAN PABLO AVE"
9530228,"CHANNING WAY","TELEGRAPH AVE"
9530272,"HENRY ST","HEARST AVE"
9530276,"CLAREMONT AVE","RUSSELL ST"
9530278,"EUCLID AVE","LE CONTE AVE"
9530279,"UNIVERSITY AVE","SAN PABLO AVE"
9530282,"MILVIA ST","UNIVERSITY AVE"
9530284,"WOOLSEY ST","SHATTUCK AVE"
9530285,"HEARST AVE","SHATTUCK AVE"
9530287,"PARKER ST","TELEGRAPH AVE"
9530288,"ALLSTON WAY","GRANT ST"
9530289,"CENTER ST","MILVIA ST"
9530291,"STUART ST","TELEGRAPH AVE"
9530292,"SACRAMENTO ST","LINCOLN ST"
9530294,"CHANNING WAY","DANA ST"
9530297,"UNIVERSITY AVE","ACTON ST"
9530298,"BANCROFT WAY","SACRAMENTO ST"
9530299,"OREGON ST","SHATTUCK AVE"
9536168,"SAN PABLO AVE","ADDISON ST"
9536172,"SAN PABLO AVE","CHANNING WAY"
9536239,"SHATTUCK AVE","DERBY ST"
9536284,"HILLEGASS AVE","PARKER ST"
9536288,"ADELINE ST","ASHBY AVE"
9537385,"HEARST AVE","EUCLID AVE"
9537393,"PARKER ST","BENVENUE AVE"
9537398,"OXFORD ST","VIRGINIA ST"
9537406,"EUNICE ST","EUCLID AVE"
9537407,"SPRUCE ST","WASHINGTON AVE"
9537412,"BANCROFT WAY","COLLEGE AVE"
9537414,"STUART ST","MILVIA ST"
9537415,"HILLEGASS AVE","PARKER ST"
9537416,"MARTIN LUTHER KING JR WAY","CARLETON ST"
9537417,"SOLANO AVE","FRESNO"
9537419,"ACTON ST","CEDAR ST"
9537420,"MARTIN LUTHER KING JR WAY","ROSE ST"
9537500,"UNIVERSITY AVE","TENTH ST"
9546091,"SAN PABLO AVE","OREGON ST"
9546095,"CEDAR ST","SAN PABLO AVE"
9546158,"COLLEGE AVE","ASHBY AVE"
9546240,"SAN PABLO AVE","SAN PABLO AVE"
9546904,"MARTIN LUTHER KING JR WAY","ADDISON ST"
9546906,"CAMELIA ST","STANNAGE AVE"
9546907,"BREAKWATER DR","SPINNAKER WAY"
9546908,"UNIVERSITY AVE","SEVENTH ST"
9546910,"SHATTUCK AVE","ROSE ST"
9546911,"ALLSTON WAY","OXFORD ST"
9546920,"ORDWAY ST","GILMAN ST"
9546922,"WOOLSEY ST","DEAKIN ST"
9546924,"FOURTH ST","CEDAR ST"
9546926,"TELEGRAPH AVE","WARD ST"
9546929,"ACTON ST","DERBY ST"
9546931,"COLLEGE AVE","ASHBY AVE"
9546932,"DWIGHT WAY","GRANT ST"
9546935,"COLLEGE AVE","ALCATRAZ AVE"
9555026,"ASHBY AVE","DEAKIN ST"
9555086,"VIRGINIA ST","SAN PABLO AVE"
9557878,"UNIVERSITY AVE","MARTIN LUTHER KING JR WAY"
9558762,"GRIZZLY PEAK BLVD","FOREST LN"
9558856,"POTTER ST","SEVENTH ST"
9561675,"MILVIA ST","CARLETON ST"
9561679,"EIGHTH ST","GILMAN ST"
9561680,"GILMAN ST","FRONTAGE RD"
9561681,"SHATTUCK AVE","STUART ST"
9561682,"CHANNING WAY","COLLEGE AVE"
9561683,"CARLETON ST","MARTIN LUTHER KING JR WAY"
9561686,"OREGON ST","RUSSELL ST"
9561687,"UNIVERSITY AVE","MCGEE AVE"
9561714,"NINTH ST","UNIVERSITY AVE"
9561717,"OXFORD ST","VINE ST"
9568159,"SAN PABLO AVE","OREGON ST"
9568909,"SAN PABLO AVE","VIRGINIA ST"
9574168,"DANA ST","PARKER ST"
9574180,"FULTON ST","BANCROFT WAY"
9574208,"UNIVERSITY AVE","SAN PABLO AVE"
9574239,"ALLSTON WAY","SACRAMENTO ST"
9574241,"CHESTNUT ST","UNIVERSITY AVE"
9574243,"ADDISON ST","MARTIN LUTHER KING JR WAY"
9574244,"DWIGHT WAY","ELLSWORTH ST"
9574248,"MILVIA ST","DWIGHT WAY"
9574251,"UNIVERSITY AVE","ACTON ST"
9574252,"CEDAR ST","SACRAMENTO ST"
9574254,"ACTON ST","UNIVERSITY AVE"
9574257,"CHANNING WAY","ELLSWORTH ST"
9574260,"HEARST AVE","WALNUT ST"
9583886,"FRONTAGE","UNIVERSITY AVE"
9585030,"GILMAN ST","FIFTH ST"
9585204,"HEARST AVE","SACRAMENTO ST"
9585205,"SACRAMENTO ST","BANCROFT WAY"
9585206,"PIEDMONT AVE","BANCROFT WAY"
9585208,"WARRING ST","PARKER ST"
9585212,"HEARST AVE","GRANT ST"
9585215,"BANCROFT WAY","GRANT ST"
9585216,"DURANT AVE","TELEGRAPH AVE"
9585218,"HEARST AVE","SHATTUCK AVE"
9585221,"GILMAN ST","TENTH ST"
9585226,"CENTER ST","SHATTUCK AVE"
9585228,"SEAWALL DR","UNIVERSITY AVE"
9585374,"SHATTUCK AVE","DWIGHT WAY"
9585679,"MARTIN LUTHER KING JR WAY","ALLSTON WAY"
9585924,"ACTON ST","BLAKE ST"
9594779,"UNIVERSITY AVE","MILVIA ST"
9594782,"SACRAMENTO ST","STUART ST"
9594783,"HAWTHORNE TER","VINE ST"
9594788,"ALLSTON WAY","ROOSEVELT AVE"
9594790,"SHATTUCK AVE","CENTER ST"
9594792,"PROSPECT ST","CHANNING WAY"
9594796,"HEARST AVE","BONITA AVE"
9594800,"HILLEGASS AVE","DWIGHT WAY"
9594967,"UNIVERSITY AVE","CURTIS ST"
9596127,"SAN PABLO AVE","PARKER ST"
9599933,"BANCROFT WAY","FULTON ST"
9599950,"SAN PABLO AVE","BANCROFT WAY"
9599953,"UNIVERSITY AVE","BONITA AVE"
9599986,"UNIVERSITY AVE","WEST ST"
9599987,"MILVIA ST","PARKER ST"
9599989,"SHATTUCK AVE","CHANNING WAY"
9599992,"DWIGHT WAY","SEVENTH ST"
9599996,"MCGEE AVE","OREGON ST"
9599998,"VINE ST","OXFORD ST"
9601158,"SAN PABLO AVE","DELAWARE ST"
9601174,"ASHBY AVE","HILLEGASS AVE"
9613279,"SPRUCE ST","MICHIGAN AVE"
9613556,"SHATTUCK AVE","BANCROFT WAY"
9613557,"MARTIN LUTHER KING JR WAY","BLAKE ST"
9613558,"HEARST AVE","LE ROY AVE"
9615122,"ADDISON ST","WEST ST"
9615123,"ALCATRAZ AVE","BAKER ST"
9615126,"HEARST AVE","MARTIN LUTHER KING JR WAY"
9615127,"MARTIN LUTHER KING JR WAY","HASTE ST"
9615128,"MILVIA ST","BANCROFT WAY"
9615130,"SHASTA RD","PARK GATE"
9615131,"STANNAGE AVE","GILMAN ST"
9615140,"CLAREMONT AVE","WEBSTER ST"
9615152,"ADELINE ST","FAIRVIEW ST"
9615153,"SAN LUIS RD","AVIS RD"
9615155,"ALCATRAZ AVE","ELLIS ST"
9615158,"DWIGHT WAY","NINTH ST"
9615183,"BANCROFT WAY","BONAR ST"
9615239,"ACTON ST","CHANNING WAY"
9618104,"HASTE ST","COLLEGE AVE"
9629042,"CENTER ST","SHATTUCK AVE"
9629046,"HENRY ST","BERRYMAN ST"
9629048,"BONAR ST","ALLSTON WAY"
9629050,"ADELINE ST","OREGON ST"
9629224,"HOPKINS ST","JOSEPHINE ST"
9629228,"TANGLEWOOD RD","CLAREMONT AVE"
9629236,"ADELINE ST","OREGON ST"
9629362,"HEARST AVE","OXFORD ST"
9629364,"ACTON ST","BERKELEY SQ"
9629365,"UNIVERSITY AVE","GRANT ST"
9629368,"BLAKE ST","MARTIN LUTHER KING JR WAY"
9629369,"CHANNING WAY","SACRAMENTO ST"
9629370,"KITTREDGE ST","MILVIA ST"
9629371,"FOLGER AVE","EMERYVILLE GREENWAY"
9629374,"BANCROFT WAY","BANCROFT WAY"
9629376,"GRIZZLY PEAK BLVD","KEELER AVE"
9629435,"HEARST AVE","FOURTH ST"
9629501,"CALIFORNIA ST","UNIVERSITY AVE"
9629502,"MONTEREY AVE","COLUSA AVE"
9629505,"UNIVERSITY AVE","ACTON ST"
9629506,"UNIVERSITY AVE","UNIVERSITY AVE"
9629507,"CHESTNUT ST","FRANCISCO ST"
9629512,"COLUSA AVE","THOUSAND OAKS BLVD"
9629761,"MILVIA ST","HASTE ST"
9629762,"HASTE ST","ELLSWORTH ST"
9629765,"TELEGRAPH AVE","BANCROFT WAY"
9629769,"SAN PABLO AVE","67TH ST"
9629772,"FULTON ST","DURANT AVE"
9629777,"HENRY ST","ROSE ST"
9629781,"MARIN AVE","LOS ANGELES AVE"
9629789,"DURANT AVE","BOWDITCH ST"
9629810,"UNIVERSITY AVE","WEST ST"
9629811,"CEDAR ST","CALIFORNIA ST"
9629813,"CENTER ST","MILVIA ST"
9629816,"DWIGHT CRESCENT","TENTH ST"
9629817,"BLAKE ST","MARTIN LUTHER KING JR WAY"
9637371,"SAN PABLO AVE","DELAWARE ST"
9640429,"OXFORD ST","MARIN AVE"
9641156,"MILVIA ST","CHANNING WAY"
9641160,"BANCROFT WAY","DANA ST"
9641381,"DERBY ST","MABEL ST"
9641387,"HEARST AVE","WALNUT ST"
9641389,"MILVIA ST","STUART ST"
9641390,"ALCATRAZ AVE","ADELINE ST"
9641391,"FAIRVIEW ST","CALIFORNIA ST"
9641396,"TELEGRAPH AVE","PARKER ST"
9641399,"ROSE ST","SHATTUCK AVE"
9641400,"ASHBY AVE","KING ST"
9641403,"SAN PABLO AVE","ADDISON ST"
9641405,"TENTH ST","DELAWARE ST"
9641406,"DWIGHT WAY","TELEGRAPH AVE"
9641411,"TELEGRAPH AVE","PARKER ST"
9641412,"WARRING ST","PARKER ST"
9641417,"CEDAR ST","WEST ST"
9641418,"CEDAR ST","SHATTUCK AVE"
9641480,"SHATTUCK AVE","BERKELEY SQ"
9650822,"SPRUCE ST","LOS ANGELES AVE"
9650825,"ASHBY AVE","HILLEGASS AVE"
9650827,"UNIVERSITY AVE","SHATTUCK AVE"
9650829,"BLAKE ST","FULTON ST"
9650832,"COLLEGE AVE","PARKER ST"
9650833,"DANA ST","HASTE ST"
9650835,"EUCLID AVE","VIRGINIA ST"
9650836,"GILMAN ST","CURTIS ST"
9650838,"WALNUT ST","WALNUT ST"
9650844,"SHATTUCK AVE","WOOLSEY ST"
9650846,"ALCATRAZ AVE","ADELINE ST"
9650847,"TENTH ST","DELAWARE ST"
9650851,"TELEGRAPH AVE","PRINCE ST"
9650852,"TELEGRAPH AVE","DOWLING PL"
9650856,"HOPKINS ST","ALBINA AVE"
9650857,"UNIVERSITY AVE","GRANT ST"
9650858,"TUNNEL RD","VICENTE RD"
9650860,"MARIN AVE","HILLDALE AVE"
9650942,"MARTIN LUTHER KING JR WAY","CARLETON ST"
9651069,"UNIVERSITY AVE","SAN PABLO AVE"
9651295,"EUCLID AVE","POPLAR ST"
9652083,"BERKELEY WAY","MARTIN LUTHER KING JR WAY"
9652084,"UNIVERSITY AVE","SACRAMENTO ST"
9652089,"HOPKINS ST","SUTTER ST"
9652090,"THE ALAMEDA","LOS ANGELES AVE"
9652092,"CEDAR ST","SECOND ST"
9652098,"SECOND ST","PAGE ST"
9652099,"RIDGE RD","LE ROY AVE"
9652100,"SOLANO AVE","COLUSA AVE"
9652101,"HEARST AVE","LE CONTE AVE"
9652109,"CEDAR ST","BONITA AVE"
9652110,"DERBY ST","CLAREMONT AVE"
9652111,"UNIVERSITY AVE","MARTIN LUTHER KING JR WAY"
9652113,"ADDISON ST","FIFTH ST"
9652130,"HASTE ST","TELEGRAPH AVE"
9652831,"CALIFORNIA ST","HEARST AVE"
9652835,"VIRGINIA ST","NINTH ST"
9652848,"SHATTUCK AVE","BERKELEY SQ"
9656254,"GRAYSON ST","SEVENTH ST"
9656285,"TELEGRAPH AVE","ASHBY AVE"
9656313,"SAN PABLO AVE","DWIGHT WAY"
9661781,"SAN PABLO AVE","UNIVERSITY AVE"
9664801,"PIEDMONT AVE","DWIGHT WAY"
9664802,"MILVIA ST","BERKELEY SQ"
9664803,"SPRUCE ST","CEDAR ST"
9664806,"ASHBY AVE","SHATTUCK AVE"
9664807,"ROSE ST","EDITH ST"
9664829,"ADELINE ST","ALCATRAZ AVE"
9664830,"CHANNING WAY","DANA ST"
9664831,"ADELINE ST","ASHBY AVE"
9664833,"UNIVERSITY AVE","SACRAMENTO ST"
9664838,"COLLEGE AVE","ASHBY AVE"
9664840,"DELAWARE ST","ACTON ST"
9664842,"MONTEREY AVE","MARIN AVE"
9664843,"ADELINE ST","HARMON ST"
9664845,"ALCATRAZ AVE","ELLIS ST"
9665440,"TENTH ST","UNIVERSITY AVE"
9665452,"MARTIN LUTHER KING JR WAY","ADDISON ST"
9665464,"HEARST AVE","OXFORD ST"
9665480,"ADELINE ST","HARMON ST"
9665592,"UNIVERSITY AVE","MARTIN LUTHER KING JR WAY"
9665597,"BANCROFT WAY","TELEGRAPH AVE"
9665658,"SEVENTH ST","HEINZ AVE"
9665660,"DANA ST","CHANNING WAY"
9665662,"CHANNING WAY","SHATTUCK AVE"
9665665,"MURRAY ST",""
9665666,"NINTH ST","DWIGHT WAY"
9665668,"DWIGHT WAY","DANA ST"
9665670,"COLLEGE AVE","ALCATRAZ AVE"
9665671,"EUCLID AVE","EUNICE ST"
9665672,"UNIVERSITY AVE","MARTIN LUTHER KING JR WAY"
9665673,"COLLEGE AVE","ASHBY AVE"
9665674,"CEDAR ST","STANNAGE AVE"
9665676,"SACRAMENTO ST","HARMON ST"
9665679,"EUCLID AVE","RIDGE RD"
9665680,"HEINZ AVE","SEVENTH ST"
9676404,"PIEDMONT AVE","BANCROFT WAY"
9676414,"HILLCREST RD","CLAREMONT AVE"
9676415,"UNIVERSITY AVE","SHATTUCK AVE"
9676416,"CENTER ST","SHATTUCK AVE"
9676417,"GILMAN ST","FOURTH ST"
9676418,"OREGON ST","MCGEE AVE"
9676420,"OREGON ST","SHATTUCK AVE"
9676429,"BANCROFT WAY","TELEGRAPH AVE"
9679806,"CEDAR ST","SAN PABLO AVE"
9690353,"SHATTUCK AVE","DURANT AVE"
9690354,"SACRAMENTO ST","RUSSELL ST"
9690357,"HEARST AVE","LE ROY AVE"
9690366,"CHANNING WAY","COLLEGE AVE"
9690377,"TUNNEL RD","OAK RIDGE RD"
9690378,"CHANNING WAY",""
9690383,"SACRAMENTO ST","ADDISON ST"
9691663,"COLBY ST","ASHBY AVE"
9691671,"KING ST","ASHBY AVE"
9699882,"SEVENTH ST","PAGE ST"
9699883,"BANCROFT WAY","BANCROFT WAY"
9699888,"WALNUT ST","VIRGINIA ST"
9699889,"FRONTAGE RD","GILMAN ST"
9699890,"MARTIN LUTHER KING JR WAY","BANCROFT WAY"
9699917,"MARTIN LUTHER KING JR WAY","UNIVERSITY AVE"
9699918,"MILVIA ST","VIRGINIA ST"
9699919,"SAN LORENZO AVE","COLUSA AVE"
9700617,"OREGON ST","MARTIN LUTHER KING JR WAY"
9701130,"DELAWARE ST","SIXTH ST"
9702015,"ASHBY AVE","SAN PABLO AVE"
9702047,"SAN PABLO AVE","PAGE ST"
9702361,"ASHBY AVE","ACTON CIR"
9705561,"COLLEGE AVE","COLLEGE AVE"
9705564,"EUCLID AVE","CEDAR ST"
9705733,"WILDCAT CANYON RD","SUNSET LN"
9705736,"TENTH ST","CEDAR ST"
9705738,"HEARST AVE","CALIFORNIA ST"
9705739,"BOWDITCH ST","BANCROFT WAY"
9705740,"SHATTUCK AVE","CARLETON ST"
9705743,"GILMAN ST","TENTH ST"
9705744,"ROSE ST","SHATTUCK AVE"
9705747,"SIXTH ST","GILMAN ST"
9706458,"SAN PABLO AVE","DWIGHT WAY"
9707702,"SPRUCE ST","REGAL RD"
9707706,"GRANT ST","UNIVERSITY AVE"
9717435,"BERKELEY SQ","MARTIN LUTHER KING JR WAY"
9717499,"UNIVERSITY AVE","OXFORD ST"
9720179,"SAN PABLO AVE","CEDAR ST"
9731723,"BAKER ST","ALCATRAZ AVE"
9731725,"VINE ST","MARTIN LUTHER KING JR WAY"
9731731,"COLLEGE AVE","ALCATRAZ AVE"
9731732,"GRIZZLY PEAK BLVD","SUNSET LN"
9731738,"BANCROFT WAY","DANA ST"
9731741,"SONOMA AVE","JOSEPHINE ST"
9731742,"BENVENUE AVE","PARKER ST"
9731743,"SHASTA RD","TAMALPAIS RD"
9731750,"DANA ST","HASTE ST"
